id,idLoan,txtTranType,amtPrin,amtInt,dtPost,dtEffect,dtReverse,created_at,updated_at
69328292,B008DFEBCF-01,pay,-3.55,-143.00,2024-02-02,2024-02-02,,2024-02-02,2024-02-02
72868739,B008DFEBCF-01,pay,-22.07,-124.48,2024-06-07,2024-06-07,,2024-06-07,2024-06-07
42072381,A0B41E9225-01,pay,-18.52,-134.24,2020-04-02,2020-04-02,,2020-04-02,2020-04-02
66908557,703FFD621E-01,pay,-5.94,-151.27,2023-11-10,2023-11-10,,2023-11-10,2023-11-10
73490776,E07D42A616-01,pay,-25.51,-202.30,2024-07-01,2024-07-01,,2024-07-01,2024-07-01
72856316,5017A4A9A4-04,pay,-9.48,-167.11,2024-06-07,2024-06-07,,2024-06-07,2024-06-07
57532753,F00119E33F-01,pay,0.00,-151.43,2022-10-03,2022-10-03,,2022-10-03,2022-10-03
71326595,703FFD621E-01,pay,0.00,-157.21,2024-04-12,2024-04-12,,2024-04-12,2024-04-12
60984960,30063909FA-01,pay,-79.92,-37.18,2023-02-28,2023-02-28,,2023-02-28,2023-02-28
72114289,F0649CF368-01,pay,-33.34,-88.60,2024-05-10,2024-05-10,,2024-05-10,2024-05-10
62251600,30063909FA-01,pay,-35.45,0.00,2023-05-01,2023-05-01,,2023-05-01,2023-05-01
73485426,9086C1E4AC-05,pay,-134.62,-47.50,2024-07-01,2024-07-01,,2024-07-01,2024-07-01
65578251,A00777A48F-01,pay,-4.77,-149.60,2023-09-22,2023-09-22,,2023-09-22,2023-09-22
70088326,50A352B176-02,pay,-16.61,-86.93,2024-02-29,2024-02-29,,2024-02-29,2024-02-29
71333026,A0B7F45195-04,pay,0.00,-104.31,2024-04-12,2024-04-12,,2024-04-12,2024-04-12
73419702,600C8A0131-01,pay,-0.77,-118.23,2024-06-28,2024-06-28,,2024-06-28,2024-06-28
72373997,E020698C7B-02,pay,0.00,-144.02,2024-05-21,2024-05-21,,2024-05-21,2024-05-21
73141771,E020698C7B-02,pay,0.00,-144.02,2024-06-18,2024-06-18,,2024-06-18,2024-06-18
69159778,C00685FD5F-03,pay,-991.35,-124.94,2024-01-29,2024-01-29,,2024-01-26,2024-01-26
61689384,1009DAA09D-46,pay,-194.17,-97.64,2023-04-03,2023-04-03,,2023-04-03,2023-04-03
67097841,6063C069A2-02,pay,-2.98,-65.97,2023-11-17,2023-11-17,,2023-11-17,2023-11-17
69093814,6063C069A2-02,pay,-6.72,-62.23,2024-01-26,2024-01-26,,2024-01-26,2024-01-26
49966194,C0051AEACD-01,pay,-159.03,-69.63,2021-09-21,2021-09-21,,2021-09-21,2021-09-21
52991488,900534A56F-01,pay,0.00,-129.76,2022-02-16,2022-02-16,,2022-02-16,2022-02-16
56793849,900534A56F-01,pay,-100.66,-29.10,2022-09-01,2022-09-01,,2022-09-01,2022-09-01
55808674,900534A56F-01,pay,-21.42,-108.34,2022-07-18,2022-07-18,,2022-07-18,2022-07-18
69731942,801B6AE131-04,pay,-22.88,-127.74,2024-02-16,2024-02-16,,2024-02-16,2024-02-16
59953126,700065E6E5-01,pay,-29.10,-28.84,2023-01-13,2023-01-13,,2023-01-13,2023-01-13
71106200,C0503AFA3F-06,pay,-107.04,-134.17,2024-04-04,2024-04-04,,2024-04-04,2024-04-04
67020999,400B94F649-13,pay,-112.71,-114.49,2023-11-15,2023-11-15,,2023-11-15,2023-11-15
56668458,700065E6E5-01,pay,-5.20,-52.74,2022-08-26,2022-08-26,,2022-08-26,2022-08-26
67377678,D03F4063A9-15,pay,-113.69,-108.51,2023-11-28,2023-11-28,,2023-11-28,2023-11-28
69166768,D03F4063A9-15,pay,-122.68,-99.52,2024-01-29,2024-01-29,,2024-01-29,2024-01-29
49175931,901C9B7E4D-01,pay,-67.11,-75.18,2021-08-13,2021-08-13,,2021-08-13,2021-08-13
69079510,0095EBA30D-15,pay,-50.68,-52.43,2024-01-26,2024-01-26,,2024-01-26,2024-01-26
67425857,705A3CCE00-02,pay,-130.34,-60.49,2023-11-30,2023-11-30,,2023-11-30,2023-11-30
68264128,5063E803F0-11,pay,-98.67,-85.31,2023-12-29,2023-12-29,,2023-12-29,2023-12-29
67674997,30664BD9C7-02,pay,-27.70,-40.33,2023-12-08,2023-12-08,,2023-12-08,2023-12-08
73483253,705A3CCE00-02,pay,-66.95,-123.88,2024-07-01,2024-07-01,,2024-07-01,2024-07-01
73415938,4097E228EC-17,pay,-136.45,-50.25,2024-06-28,2024-06-28,,2024-06-28,2024-06-28
65303994,F084ED54D9-01,pay,0.00,-161.64,2023-09-12,2023-09-12,,2023-09-12,2023-09-12
39438246,10031458D1-02,pay,-16.59,-99.97,2019-10-18,2019-10-18,,2019-10-18,2019-10-18
41685792,10031458D1-02,pay,-51.55,-65.01,2020-03-06,2020-03-06,,2020-03-06,2020-03-06
70947423,D0103D0FF0-02,pay,-4.82,-141.15,2024-03-29,2024-03-29,,2024-03-29,2024-03-29
69084210,2032A77167-01,pay,0.00,-157.16,2024-01-26,2024-01-26,,2024-01-26,2024-01-26
51500278,B001EA1ABF-01,pay,-10.03,-147.45,2021-12-03,2021-12-03,,2021-12-03,2021-12-03
71135882,2032A77167-01,pay,0.00,-157.16,2024-04-05,2024-04-05,,2024-04-05,2024-04-05
72289608,900DF45101-01,pay,-22.43,-32.68,2024-05-17,2024-05-17,,2024-05-17,2024-05-17
73412011,2032A77167-01,pay,0.00,-157.16,2024-06-28,2024-06-28,,2024-06-28,2024-06-28
72276205,2032A77167-01,pay,0.00,-157.16,2024-05-17,2024-05-17,,2024-05-17,2024-05-17
66330983,606D74602F-03,pay,0.00,-150.75,2023-10-20,2023-10-20,,2023-10-20,2023-10-20
73033494,2032A77167-01,pay,0.00,-157.16,2024-06-14,2024-06-14,,2024-06-14,2024-06-14
69740454,B047165AA9-01,pay,-13.66,-74.78,2024-02-16,2024-02-16,,2024-02-16,2024-02-16
69261776,B047165AA9-01,pay,-7.14,-81.30,2024-02-01,2024-02-01,,2024-02-01,2024-02-01
73429151,B01F3A4B91-03,pay,-58.33,-53.36,2024-06-28,2024-06-28,,2024-06-28,2024-06-28
71918259,B01F3A4B91-03,pay,-30.45,-81.24,2024-05-03,2024-05-03,,2024-05-03,2024-05-03
72818019,A0B573A20F-01,pay,-23.38,-68.55,2024-06-06,2024-06-06,,2024-06-06,2024-06-06
70082982,009658AAE0-02,pay,-12.11,-285.83,2024-02-29,2024-02-29,,2024-02-29,2024-02-29
36605393,3004D7D305-08,pay,-4.58,-113.56,2019-06-21,2019-06-21,,2019-06-21,2019-06-21
72565908,009658AAE0-02,pay,-58.39,-239.55,2024-05-29,2024-05-29,,2024-05-29,2024-05-29
43464201,200C048FF7-01,pay,-91.25,-68.50,2020-08-07,2020-08-07,,2020-08-07,2020-08-07
72868736,B002B6DBD7-03,pay,-8.05,-61.27,2024-06-07,2024-06-07,,2024-06-07,2024-06-07
65957781,6003854A7C-02,pay,-43.96,-179.09,2023-10-06,2023-10-06,,2023-10-06,2023-10-06
67472580,6003854A7C-02,pay,-84.21,-138.84,2023-12-01,2023-12-01,,2023-12-01,2023-12-01
38765518,A0086CDD68-01,pay,-17.08,-5.08,2019-09-09,2019-09-09,,2019-09-09,2019-09-09
72461803,508EAF1C12-10,pay,-44.38,-15.42,2024-05-24,2024-05-24,,2024-05-24,2024-05-24
41733631,A0086CDD68-01,pay,-20.53,-1.63,2020-03-09,2020-03-09,,2020-03-09,2020-03-09
42134680,A0086CDD68-01,pay,-20.98,-1.18,2020-04-06,2020-04-06,,2020-04-06,2020-04-06
40141853,A0086CDD68-01,pay,-18.54,-3.62,2019-12-02,2019-12-02,,2019-12-02,2019-12-02
69305570,2070CD0342-03,pay,-8.15,-62.90,2024-02-02,2024-02-02,,2024-02-02,2024-02-02
72418560,3032592584-01,pay,-5.38,-53.70,2024-05-23,2024-05-23,,2024-05-23,2024-05-23
72999534,30511C1218-01,pay,-15.07,-125.88,2024-06-13,2024-06-13,,2024-06-13,2024-06-13
70917585,00398CCC8E-01,pay,-4.90,-49.52,2024-03-29,2024-03-29,,2024-03-29,2024-03-29
69300406,00398CCC8E-01,pay,-2.05,-52.37,2024-02-02,2024-02-02,,2024-02-02,2024-02-02
58400146,4007C2D19B-01,pay,0.00,-63.25,2022-11-10,2022-11-10,,2022-11-10,2022-11-10
72860538,703FFD621E-01,pay,-18.06,-139.15,2024-06-07,2024-06-07,,2024-06-07,2024-06-07
56034111,30063909FA-01,pay,-12.61,-104.49,2022-07-29,2022-07-29,,2022-07-29,2022-07-29
56724504,30063909FA-01,pay,-14.37,-102.73,2022-08-29,2022-08-29,,2022-08-29,2022-08-29
72482928,F0649CF368-01,pay,-15.44,-106.50,2024-05-24,2024-05-24,,2024-05-24,2024-05-24
45249997,000E053485-03,pay,-4.99,-144.97,2020-12-11,2020-12-11,,2020-12-11,2020-12-11
46718863,000E053485-03,pay,-19.91,-130.05,2021-03-05,2021-03-05,,2021-03-05,2021-03-05
44986063,000E053485-03,pay,0.00,-149.96,2020-11-27,2020-11-27,,2020-11-27,2020-11-27
52240262,E000679720-01,pay,-81.64,-47.44,2022-01-07,2022-01-07,,2022-01-07,2022-01-07
69737735,A0B7F45195-04,pay,-5.71,-98.60,2024-02-16,2024-02-16,,2024-02-16,2024-02-16
70940401,A0B7F45195-04,pay,0.00,-104.31,2024-03-29,2024-03-29,,2024-03-29,2024-03-29
66094638,50A352B176-02,pay,-35.49,-68.05,2023-10-12,2023-10-12,,2023-10-12,2023-10-12
66501959,009F1BE43A-03,pay,-4.46,-144.55,2023-10-27,2023-10-27,,2023-10-27,2023-10-27
72662605,F00589BB8F-01,pay,-10.03,-147.45,2024-05-31,2024-05-31,,2024-05-31,2024-05-31
51784951,9006750265-02,pay,-36.13,-112.57,2021-12-17,2021-12-17,,2021-12-17,2021-12-17
48438461,9006750265-02,pay,0.00,-148.70,2021-07-02,2021-07-02,,2021-07-02,2021-07-02
52630793,9006750265-02,pay,-58.82,-89.88,2022-01-28,2022-01-28,,2022-01-28,2022-01-28
53444433,9006750265-02,pay,-95.77,-52.93,2022-03-11,2022-03-11,,2022-03-11,2022-03-11
67869498,6063C069A2-02,pay,-4.13,-64.82,2023-12-15,2023-12-15,,2023-12-15,2023-12-15
71516107,6063C069A2-02,pay,-18.83,-50.12,2024-04-19,2024-04-19,,2024-04-19,2024-04-19
51047868,90000C1D00-05,pay,0.00,-86.35,2021-11-12,2021-11-12,,2021-11-12,2021-11-12
73228018,509BB1A549-02,pay,0.00,-117.01,2024-06-21,2024-06-21,,2024-06-21,2024-06-21
60515567,5007F98F1E-05,pay,-64.44,-113.50,2023-02-06,2023-02-06,,2023-02-06,2023-02-06
70149852,801B6AE131-04,pay,-35.75,-114.87,2024-03-01,2024-03-01,,2024-03-01,2024-03-01
46355878,D008E5FE4D-01,pay,-4.70,-74.63,2021-02-11,2021-02-11,,2021-02-11,2021-02-11
70935796,801B6AE131-04,pay,-39.08,-111.54,2024-03-29,2024-03-29,,2024-03-29,2024-03-29
72092852,509BB1A549-02,pay,0.00,-117.01,2024-05-10,2024-05-10,,2024-05-10,2024-05-10
72099071,801B6AE131-04,pay,-63.63,-86.99,2024-05-10,2024-05-10,,2024-05-10,2024-05-10
44799750,C064627D93-08,pay,-126.48,-27.25,2020-11-13,2020-11-13,,2020-11-13,2020-11-13
68760052,400B94F649-13,pay,-125.44,-101.76,2024-01-16,2024-01-16,,2024-01-16,2024-01-16
72660754,E07D040191-01,pay,-4.48,-54.58,2024-05-31,2024-05-31,,2024-05-31,2024-05-31
56143477,C0019B489F-06,pay,-300.00,-26.47,2022-08-02,2022-08-02,,2022-08-02,2022-08-02
44007100,505B683BD9-01,pay,-26.61,-154.93,2020-09-21,2020-09-21,,2020-09-21,2020-09-21
70088304,5063E803F0-11,pay,-112.87,-71.11,2024-02-29,2024-02-29,,2024-02-29,2024-02-29
68884655,30664BD9C7-02,pay,-3.24,-64.79,2024-01-19,2024-01-19,,2024-01-19,2024-01-19
70090459,705A3CCE00-02,pay,-21.05,-169.78,2024-02-29,2024-02-29,,2024-02-29,2024-02-29
69920700,0095EBA30D-15,pay,-54.61,-48.50,2024-02-23,2024-02-23,,2024-02-23,2024-02-23
71692736,30664BD9C7-02,pay,-11.39,-56.64,2024-04-26,2024-04-26,,2024-04-26,2024-04-26
72780569,0053D982CA-02,pay,-25.63,-126.29,2024-06-05,2024-06-05,,2024-06-05,2024-06-05
39869924,10031458D1-02,pay,-22.96,-93.60,2019-11-15,2019-11-15,,2019-11-15,2019-11-15
42977812,70002E2033-01,pay,-12.77,-73.82,2020-06-22,2020-06-22,,2020-06-22,2020-06-22
50930875,B001EA1ABF-01,pay,-7.02,-150.46,2021-11-05,2021-11-05,,2021-11-05,2021-11-05
53447557,B001EA1ABF-01,pay,-33.48,-124.00,2022-03-11,2022-03-11,,2022-03-11,2022-03-11
54985261,300440A7A9-03,pay,0.00,-247.53,2022-06-06,2022-06-06,,2022-06-06,2022-06-06
72637460,2032A77167-01,pay,0.00,-157.16,2024-05-31,2024-05-31,,2024-05-31,2024-05-31
71893170,606D74602F-03,pay,0.00,-50.00,2024-05-03,2024-05-03,,2024-05-02,2024-05-02
69734893,9087E05C80-02,pay,-7.34,-127.06,2024-02-16,2024-02-16,,2024-02-16,2024-02-16
71150671,900DF45101-01,pay,-13.38,-41.73,2024-04-05,2024-04-05,,2024-04-05,2024-04-05
66918349,B047165AA9-01,pay,-3.97,-73.20,2023-11-10,2023-11-10,,2023-11-10,2023-11-10
71478201,90105785F2-01,pay,-37.58,-139.46,2024-04-18,2024-04-18,,2024-04-18,2024-04-18
72200529,90105785F2-01,pay,0.00,-88.52,2024-05-16,2024-05-16,,2024-05-14,2024-05-14
70322468,90105785F2-01,pay,0.00,-177.04,2024-03-07,2024-03-07,,2024-03-07,2024-03-07
72660728,E0394CC2BB-11,pay,-66.96,-37.76,2024-05-31,2024-05-31,,2024-05-31,2024-05-31
70917647,009658AAE0-02,pay,-44.32,-253.62,2024-03-29,2024-03-29,,2024-03-29,2024-03-29
41687187,200C048FF7-01,pay,-22.60,-137.15,2020-03-06,2020-03-06,,2020-03-06,2020-03-06
70942620,B002B6DBD7-03,pay,-3.57,-65.75,2024-03-29,2024-03-29,,2024-03-29,2024-03-29
68619756,C06040C80C-01,pay,-50.15,-75.18,2024-01-10,2024-01-10,,2024-01-10,2024-01-10
71073567,C06040C80C-01,pay,-9.47,-115.86,2024-04-03,2024-04-03,,2024-04-03,2024-04-03
73353600,C06040C80C-01,pay,-26.61,-98.72,2024-06-26,2024-06-26,,2024-06-26,2024-06-26
54117001,1007F87039-03,pay,-800.00,-113.44,2022-04-18,2022-04-18,,2022-04-18,2022-04-18
63201653,6003854A7C-02,pay,-11.98,-211.07,2023-06-16,2023-06-16,,2023-06-16,2023-06-16
66330918,6003854A7C-02,pay,-51.72,-171.33,2023-10-20,2023-10-20,,2023-10-20,2023-10-20
62908543,6003854A7C-02,pay,-3.73,-219.32,2023-06-02,2023-06-02,,2023-06-02,2023-06-02
36294173,8002A6B4FC-01,pay,-48.49,-202.28,2019-05-30,2019-05-30,,2019-05-30,2019-05-30
42473944,A0086CDD68-01,pay,-21.56,-0.60,2020-05-04,2020-05-04,,2020-05-04,2020-05-04
56310874,400553AE5D-10,pay,0.00,-50.00,2022-08-10,2022-08-09,,2022-08-10,2022-08-10
71653614,3032592584-01,pay,-3.81,-55.27,2024-04-25,2024-04-25,,2024-04-25,2024-04-25
52954224,1005A686CB-01,pay,-19.69,-141.15,2022-02-14,2022-02-14,,2022-02-14,2022-02-14
69674630,3032592584-01,pay,0.00,-59.08,2024-02-15,2024-02-15,,2024-02-15,2024-02-15
73236357,901DB72E86-01,pay,-11.87,-66.87,2024-06-21,2024-06-21,,2024-06-21,2024-06-21
70454051,00483BAAC9-01,pay,-17.91,-130.67,2024-03-12,2024-03-12,,2024-03-12,2024-03-12
72759114,00483BAAC9-01,pay,-26.55,-122.03,2024-06-04,2024-06-04,,2024-06-04,2024-06-04
42641582,A0B41E9225-01,pay,-616.53,-115.87,2020-05-28,2020-05-28,,2020-05-18,2020-05-18
59411062,4007C2D19B-01,pay,-8.02,-55.23,2022-12-22,2022-12-22,,2022-12-22,2022-12-22
72720544,E07D42A616-01,pay,0.00,-227.81,2024-06-03,2024-06-03,,2024-06-03,2024-06-03
61321055,4007C2D19B-01,pay,-22.54,-40.71,2023-03-16,2023-03-16,,2023-03-16,2023-03-16
46258463,000E053485-03,pay,-10.39,-139.57,2021-02-05,2021-02-05,,2021-02-05,2021-02-05
50775629,E000679720-01,pay,-45.95,-83.13,2021-10-29,2021-10-29,,2021-10-29,2021-10-29
49320944,E000679720-01,pay,-19.42,-109.66,2021-08-20,2021-08-20,,2021-08-20,2021-08-20
50490150,E000679720-01,pay,-38.68,-90.40,2021-10-15,2021-10-15,,2021-10-15,2021-10-15
62279794,E0081BFF56-02,pay,-688.19,-95.41,2023-05-02,2023-05-02,,2023-05-01,2023-05-01
70886781,50A352B176-02,pay,-24.05,-79.49,2024-03-28,2024-03-28,,2024-03-28,2024-03-28
66475547,50A352B176-02,pay,-3.94,-99.60,2023-10-26,2023-10-26,,2023-10-26,2023-10-26
72209019,B01496EE29-01,pay,-12.32,-101.58,2024-05-15,2024-05-15,,2024-05-15,2024-05-15
71328716,806338CAE9-03,pay,-14.83,-163.08,2024-04-12,2024-04-12,,2024-04-12,2024-04-12
72300971,F00589BB8F-01,pay,-8.44,-149.04,2024-05-17,2024-05-17,,2024-05-17,2024-05-17
71655375,5031EA8FD6-02,pay,-9.50,-195.48,2024-04-25,2024-04-25,,2024-04-25,2024-04-25
73164843,5031EA8FD6-02,pay,0.00,-229.05,2024-06-20,2024-06-20,,2024-06-20,2024-06-20
40040180,D0026DD96F-05,pay,-233.97,0.00,2019-11-29,2019-11-29,,2019-11-25,2019-11-25
48122521,90000C1D00-05,pay,-5.47,-80.88,2021-06-11,2021-06-11,,2021-06-11,2021-06-11
56098619,900534A56F-01,pay,-44.56,-85.20,2022-08-01,2022-08-01,,2022-08-01,2022-08-01
52781839,90000C1D00-05,pay,-27.77,-58.58,2022-02-04,2022-02-04,,2022-02-04,2022-02-04
65379521,509BB1A549-02,pay,-4.67,-100.03,2023-09-15,2023-09-15,,2023-09-15,2023-09-15
42100616,C064627D93-08,pay,0.00,-153.73,2020-04-03,2020-04-03,,2020-04-03,2020-04-03
66213008,400B94F649-13,pay,-92.94,-134.26,2023-10-16,2023-10-16,,2023-10-16,2023-10-16
58947572,700065E6E5-01,pay,-17.36,-40.58,2022-12-02,2022-12-02,,2022-12-02,2022-12-02
48181918,50009EFCC3-01,pay,-39.10,-53.38,2021-06-16,2021-06-16,,2021-06-16,2021-06-16
73098792,400B94F649-13,pay,-191.19,-36.01,2024-06-17,2024-06-17,,2024-06-17,2024-06-17
43591866,D000C077F7-02,pay,-80.45,-98.30,2020-08-19,2020-08-19,,2020-08-19,2020-08-19
70764128,E07D040191-01,pay,0.00,-59.06,2024-03-22,2024-03-22,,2024-03-22,2024-03-22
71161211,E07D040191-01,pay,0.00,-59.06,2024-04-05,2024-04-05,,2024-04-05,2024-04-05
42820366,505B683BD9-01,pay,-61.25,-120.29,2020-06-05,2020-06-05,,2020-06-05,2020-06-05
43601457,505B683BD9-01,pay,0.00,-181.54,2020-08-20,2020-08-20,,2020-08-20,2020-08-20
73029692,0095EBA30D-15,pay,-57.51,-45.60,2024-06-14,2024-06-14,,2024-06-14,2024-06-14
49447534,901C9B7E4D-01,pay,-4.55,-137.74,2021-08-27,2021-08-27,,2021-08-27,2021-08-27
69717827,30664BD9C7-02,pay,-4.48,-63.55,2024-02-16,2024-02-16,,2024-02-16,2024-02-16
69197215,705A3CCE00-02,pay,-20.60,-170.23,2024-01-30,2024-01-30,,2024-01-30,2024-01-30
70134578,30664BD9C7-02,pay,-9.76,-58.27,2024-03-01,2024-03-01,,2024-03-01,2024-03-01
69215524,0053D982CA-02,pay,0.00,-151.92,2024-01-31,2024-01-31,,2024-01-31,2024-01-31
36569390,002226CAA1-01,pay,-11.30,-99.75,2019-06-18,2019-06-18,,2019-06-18,2019-06-18
72478450,D0103D0FF0-02,pay,0.00,-145.97,2024-05-24,2024-05-24,,2024-05-24,2024-05-24
52367375,B001EA1ABF-01,pay,-16.81,-140.67,2022-01-14,2022-01-14,,2022-01-14,2022-01-14
72271013,606D74602F-03,pay,0.00,-20.00,2024-05-17,2024-05-17,,2024-05-16,2024-05-16
72470069,9087E05C80-02,pay,-26.47,-107.93,2024-05-24,2024-05-24,,2024-05-24,2024-05-24
67860481,2032A77167-01,pay,0.00,-157.16,2023-12-15,2023-12-15,,2023-12-15,2023-12-15
69534220,900DF45101-01,pay,-6.35,-48.76,2024-02-09,2024-02-09,,2024-02-09,2024-02-09
40348903,A003C54D17-06,pay,-207.09,-36.54,2019-12-13,2019-12-13,,2019-12-13,2019-12-13
51714324,90009A18A3-01,pay,-5.40,-136.89,2021-12-14,2021-12-14,,2021-12-14,2021-12-14
69878175,606D74602F-03,pay,0.00,-40.00,2024-02-23,2024-02-23,,2024-02-21,2024-02-21
69323403,9087E05C80-02,pay,-6.24,-128.16,2024-02-02,2024-02-02,,2024-02-02,2024-02-02
66152342,B047165AA9-01,pay,-2.81,-74.36,2023-10-13,2023-10-13,,2023-10-13,2023-10-13
72242870,B047165AA9-01,pay,-12.68,-75.76,2024-05-16,2024-05-16,,2024-05-16,2024-05-16
72717157,B047165AA9-01,pay,-14.43,-74.01,2024-06-03,2024-06-03,,2024-06-03,2024-06-03
65758077,B047165AA9-01,pay,-2.37,-74.80,2023-09-29,2023-09-29,,2023-09-29,2023-09-29
70093696,A0B573A20F-01,pay,-6.20,-85.73,2024-02-29,2024-02-29,,2024-02-29,2024-02-29
49436146,20012EDF4E-01,pay,-59.86,-56.38,2021-08-27,2021-08-27,,2021-08-27,2021-08-27
69954085,E0394CC2BB-11,pay,-51.46,-53.26,2024-02-23,2024-02-23,,2024-02-23,2024-02-23
42880723,200C048FF7-01,pay,-45.82,-113.93,2020-06-12,2020-06-12,,2020-06-12,2020-06-12
43303121,200C048FF7-01,pay,-76.81,-82.94,2020-07-24,2020-07-24,,2020-07-24,2020-07-24
48539829,20050FE67E-01,pay,-4.61,-139.43,2021-07-09,2021-07-09,,2021-07-09,2021-07-09
44578215,E006707F29-01,pay,-67.21,-75.18,2020-10-30,2020-10-30,,2020-10-30,2020-10-30
64076654,4007C2D19B-02,pay,-21.17,-105.27,2023-07-26,2023-07-26,,2023-07-26,2023-07-26
53932569,1007F87039-03,pay,0.00,-148.70,2022-04-08,2022-04-08,,2022-04-08,2022-04-08
72094967,6050F839F9-02,pay,-7.99,-140.71,2024-05-10,2024-05-10,,2024-05-10,2024-05-10
68689100,6003854A7C-02,pay,-137.11,-85.94,2024-01-12,2024-01-12,,2024-01-12,2024-01-12
39005632,A0086CDD68-01,pay,-17.31,-4.85,2019-09-23,2019-09-23,,2019-09-23,2019-09-23
39489726,A0086CDD68-01,pay,-17.79,-4.37,2019-10-21,2019-10-21,,2019-10-21,2019-10-21
42305571,A0086CDD68-01,pay,-21.27,-0.89,2020-04-20,2020-04-20,,2020-04-20,2020-04-20
68882112,2070CD0342-03,pay,-6.93,-64.12,2024-01-19,2024-01-19,,2024-01-19,2024-01-19
53724240,1005A686CB-01,pay,0.00,-160.84,2022-04-04,2022-04-04,,2022-03-25,2022-03-25
55803550,1005A686CB-01,pay,-33.54,-127.30,2022-07-25,2022-07-25,,2022-07-15,2022-07-15
41266959,F00ABB13BC-01,pay,-33.19,-45.37,2020-02-07,2020-02-07,,2020-02-07,2020-02-07
66590290,D001D83BF4-01,pay,0.00,-99.68,2023-10-30,2023-10-30,,2023-10-30,2023-10-30
40091443,F00ABB13BC-01,pay,-14.03,-64.53,2019-11-29,2019-11-29,,2019-11-29,2019-11-29
41704340,F00ABB13BC-01,pay,-49.11,-29.45,2020-03-06,2020-03-06,,2020-03-06,2020-03-06
69882469,30511C1218-01,pay,-65.77,-75.18,2024-02-22,2024-02-22,,2024-02-22,2024-02-22
69624516,00483BAAC9-01,pay,-5.57,-143.01,2024-02-13,2024-02-13,,2024-02-13,2024-02-13
68877042,00398CCC8E-01,pay,-1.72,-52.70,2024-01-19,2024-01-19,,2024-01-19,2024-01-19
71686239,00398CCC8E-01,pay,-6.91,-47.51,2024-04-26,2024-04-26,,2024-04-26,2024-04-26
67670066,103D32C994-01,pay,-12.03,-203.50,2023-12-08,2023-12-08,,2023-12-08,2023-12-08
42409777,A0B41E9225-01,pay,-26.14,-126.62,2020-04-30,2020-04-30,,2020-04-30,2020-04-30
70549815,703FFD621E-01,pay,0.00,-157.21,2024-03-15,2024-03-15,,2024-03-15,2024-03-15
55412949,30063909FA-01,pay,-11.58,-105.52,2022-06-29,2022-06-29,,2022-06-29,2022-06-29
46015396,000E053485-03,pay,0.00,-149.96,2021-01-22,2021-01-22,,2021-01-22,2021-01-22
50463344,000E053485-03,pay,-149.96,0.00,2021-10-15,2021-10-15,,2021-10-15,2021-10-15
72714914,9086C1E4AC-05,pay,-89.10,-93.04,2024-06-03,2024-06-03,,2024-06-03,2024-06-03
51934203,E000679720-01,pay,-68.72,-60.36,2021-12-24,2021-12-24,,2021-12-24,2021-12-24
60919191,E0081BFF56-02,pay,-7.42,-130.73,2023-02-24,2023-02-24,,2023-02-24,2023-02-24
69681530,B01496EE29-01,pay,-29.32,-84.58,2024-02-15,2024-02-15,,2024-02-15,2024-02-15
70503098,50A352B176-02,pay,-25.54,-78.00,2024-03-14,2024-03-14,,2024-03-14,2024-03-14
72862555,806338CAE9-03,pay,-27.60,-150.31,2024-06-07,2024-06-07,,2024-06-07,2024-06-07
70093655,A01E3A56CF-02,pay,0.00,-59.08,2024-02-29,2024-02-29,,2024-02-29,2024-02-29
69300478,009F1BE43A-03,pay,-14.14,-134.87,2024-02-02,2024-02-02,,2024-02-02,2024-02-02
71527846,C04BBF7E5A-01,pay,-52.37,-322.19,2024-04-19,2024-04-19,,2024-04-19,2024-04-19
73175520,C04BBF7E5A-01,pay,0.00,-374.56,2024-06-20,2024-06-20,,2024-06-20,2024-06-20
67593039,E020698C7B-02,pay,-5.15,-138.87,2023-12-05,2023-12-05,,2023-12-05,2023-12-05
52065436,9006750265-02,pay,-42.50,-106.20,2021-12-31,2021-12-31,,2021-12-31,2021-12-31
62981104,5005A005D8-01,pay,-129.69,0.00,2023-06-13,2023-06-13,,2023-06-05,2023-06-05
63331329,5005A005D8-01,pay,-129.69,0.00,2023-06-29,2023-06-29,,2023-06-22,2023-06-22
70886760,5031EA8FD6-02,pay,-83.99,-120.99,2024-03-28,2024-03-28,,2024-03-28,2024-03-28
70893667,D0795C7AEF-01,pay,-12.55,-183.10,2024-03-28,2024-03-28,,2024-03-28,2024-03-28
71907908,6063C069A2-02,pay,-22.16,-46.79,2024-05-03,2024-05-03,,2024-05-03,2024-05-03
49601482,90000C1D00-05,pay,0.00,-86.35,2021-09-03,2021-09-03,,2021-09-03,2021-09-03
53809495,900534A56F-01,pay,0.00,-129.76,2022-04-01,2022-04-01,,2022-04-01,2022-04-01
54343979,900534A56F-01,pay,-2.68,-127.08,2022-05-02,2022-05-02,,2022-05-02,2022-05-02
39499096,D0026DD96F-05,pay,0.00,-233.97,2019-10-31,2019-10-31,,2019-10-21,2019-10-21
71696927,509BB1A549-02,pay,0.00,-117.01,2024-04-26,2024-04-26,,2024-04-26,2024-04-26
57598309,5007F98F1E-05,pay,0.00,-177.94,2022-10-06,2022-10-06,,2022-10-06,2022-10-06
70552124,801B6AE131-04,pay,-33.22,-117.40,2024-03-15,2024-03-15,,2024-03-15,2024-03-15
43312359,C064627D93-08,pay,-34.47,-119.26,2020-07-24,2020-07-24,,2020-07-24,2020-07-24
