loan_id,loan_amount,loan_date,loan_status
e4c0e9be-b8ac-57be-8667-95d88b6fe2d0,800.0,2024-06-11,Closed - Charged-Off
4302bea8-3c51-5a83-9231-ca7890509771,800.0,2024-06-10,Paid Off - Paid In Full
108f26e2-3d02-599e-a6db-3fe2c80f057c,800.0,2024-06-10,Closed - Charged-Off
24601a52-e134-5790-b67b-8fccc689d9d3,300.0,2024-06-04,Open - Repaying
8f507d56-0f42-55f0-b1dc-0ea9277a0de7,600.0,2024-06-03,Paid Off - Paid In Full
5f5a5e7e-4343-54aa-b811-7e0e98ddf9bb,500.0,2020-11-24,Paid Off - Paid In Full
1f802994-687c-5619-b003-9da62d9e131c,800.0,2024-05-28,Closed - Charged-Off
86f7d715-59af-5a6e-94bd-bc0ac90fd5d5,800.0,2021-09-15,Paid Off - Paid In Full
342bd453-8cd7-5639-ab31-ef71f061ba8f,1500.0,2024-05-21,Paid Off - Paid In Full
1192b334-919f-57d7-aab2-336dc577bb8d,800.0,2020-02-07,Paid Off - Paid In Full
950c71b1-8b9f-5603-8e77-f258becc174a,500.0,2024-05-13,Open - Repaying
84d5665e-e24a-5828-9540-471080550c63,400.0,2023-11-22,Paid Off - Paid In Full
2816ff55-8567-5114-8a96-38d7199dfe7b,1500.0,2024-05-29,Paid Off - Paid In Full
ee4ad167-ed12-5eba-b4a6-d53b2c5d6a32,400.0,2024-06-10,Paid Off - Paid In Full
eeb98ca7-d4f3-5ed5-9316-fb29a9181396,300.0,2021-02-01,Closed - Charged-Off
53d178ac-e0cf-5b3b-ae30-7da4f58a69eb,800.0,2020-06-22,Paid Off - Paid In Full
b636498d-12ce-55b6-8472-37fee873c078,300.0,2024-04-08,Closed - Charged-Off
5ad4d15e-880d-5460-9bdf-05b289e79a1f,800.0,2024-04-25,Closed - Charged-Off
60404388-7133-50cf-9614-3aee16a3a0da,800.0,2022-09-16,Paid Off - Paid In Full
ed366349-5c51-5e58-bab2-e9bf4ed8d2cb,800.0,2024-05-03,Open - Repaying
470650a0-f183-52a0-8f2a-f4287fcf85da,800.0,2024-03-19,Open - Repaying
760c6fd4-ea03-5a6f-80e4-aa5ffc0e566d,800.0,2024-06-14,Closed - Charged-Off
e7efa148-5619-5590-8949-76ffd8b71cf2,700.0,2024-02-12,Paid Off - Paid In Full
17f4c800-ecd1-58f6-888a-ee3531b5b2df,600.0,2024-02-12,Closed - Charged-Off
aac9d790-a6d9-5f5b-bf9d-dc85faec9d78,800.0,2023-01-06,Closed - Charged-Off
18facf6c-a26c-51e0-87de-39c645fab8df,800.0,2020-01-31,Paid Off - Paid In Full
b9ebfb37-36a6-53a6-817a-74575840e1cc,800.0,2023-11-30,Paid Off - Paid In Full
48f85e7b-ddb7-5b1c-b2d2-519614ff210b,500.0,2022-01-21,Paid Off - Paid In Full
263b7264-092d-53c0-915c-5cf2b231daf6,800.0,2020-02-18,Paid Off - Paid In Full
2fd15c0f-dfeb-511a-b045-516c7f19d36a,600.0,2022-06-01,Paid Off - Paid In Full
353954b2-9c8e-5d12-b591-8842a4f971d5,400.0,2022-08-15,Paid Off - Paid In Full
03c8405a-d9c3-5b39-bf62-13c8923206d2,400.0,2024-05-07,Paid Off - Paid In Full
7495ed0c-c072-5d17-8013-64dac176c835,800.0,2020-08-25,Paid Off - Paid In Full
67fa2dda-3f29-5c01-9092-0a9df63749fb,800.0,2024-06-17,Closed - Charged-Off
7fd89460-7590-505c-a31f-c21a4c7e209d,800.0,2024-04-30,Paid Off - Paid In Full
56acb6a5-e26f-5d35-93ac-64380eb1a820,800.0,2024-05-28,Closed - Charged-Off
c1eb9ed0-07ed-5bac-b55c-1b9056ccec53,600.0,2023-07-31,Paid Off - Paid In Full
414c6a66-6180-52fa-aeef-7778c89c4afa,300.0,2024-05-23,Paid Off - Paid In Full
ea68d2ef-768b-546c-a8fb-aaa1b5b0c6ad,500.0,2024-05-20,Closed - Charged-Off
c95af718-7e6c-5141-b158-866aedde3684,800.0,2024-04-01,Closed - Charged-Off
f93a9560-e466-5543-8524-03546eda7ffc,800.0,2024-04-23,Open - Repaying
5ae497c2-2b82-59df-9f5d-83cd53fb7854,400.0,2024-04-30,Open - Repaying
2d52c3e7-c625-5847-9cd3-343992fb0e3f,500.0,2024-05-29,Closed - Charged-Off
2dc57a58-8609-5c46-937e-53ad2cfe5327,800.0,2024-06-11,Open - Repaying
09d4b858-5d10-5b4e-bb0e-d557eff0cef8,800.0,2024-06-11,Closed - Charged-Off
432b6d53-8b4b-5627-802a-55468180dc32,600.0,2024-05-09,Closed - Settled in Full
772558a8-8c67-589f-bf91-d1c0a6f359ff,800.0,2024-06-03,Closed - Charged-Off
591b6607-df30-5a1e-a4a3-40ac3e4af693,400.0,2022-06-17,Closed - Charged-Off
2fb74fd5-4c0b-5ba6-b579-5fa4f13414e7,600.0,2020-11-04,Closed - Charged-Off
d6d1bc84-fa84-5b1c-adbc-79ad87d8e124,500.0,2022-07-08,Closed - Charged-Off
56f94be4-73d2-584a-9994-549a3fa9e228,800.0,2024-05-29,Paid Off - Paid In Full
d9464d42-3742-5d8e-bf66-5a31056aa4f3,400.0,2024-01-16,Paid Off - Paid In Full
361b1c34-addc-54ca-a549-69a62f9ebcfb,500.0,2022-04-20,Closed - Charged-Off
a69d6778-be8a-569c-af9a-ea3678ebe474,400.0,2024-05-22,Open - Repaying
deff6841-a5eb-5c59-9911-ec7e6667adee,700.0,2020-01-10,Paid Off - Paid In Full
50ec54a7-adf5-5365-a5ac-0ffc743f4303,800.0,2024-05-17,Open - Repaying
c15d2e37-4251-5198-b3c0-0ed29d9d689a,800.0,2020-05-11,Paid Off - Paid In Full
af4fedd3-e6b9-52e4-8126-ae71d737ed1b,600.0,2024-05-06,Paid Off - Paid In Full
fe208def-0147-5d32-b829-de99386b9e59,600.0,2022-08-17,Paid Off - Paid In Full
026b3120-3cf3-5fc7-89b7-62443eb03b46,600.0,2024-06-07,Paid Off - Paid In Full
8d3feaf8-796f-5799-a8e6-3d1c1946807e,800.0,2023-05-30,Paid Off - Paid In Full
e42ed71a-9441-5d72-af1c-9070e8396b85,400.0,2024-05-14,Closed - Charged-Off
cd6f14c9-f5a1-537e-8ce0-9abfe27ae3f4,500.0,2023-12-18,Paid Off - Paid In Full
3b9a2582-f5bd-527f-bf35-d0279850c352,800.0,2024-02-12,Paid Off - Paid In Full
d197e9f4-5e15-51d6-b898-54e5526ecdcc,800.0,2024-01-05,Paid Off - Paid In Full
fd83b0e3-5a8e-5890-b42f-bf32f04b807e,400.0,2024-05-29,Closed - Charged-Off
8f9e8391-9d9c-50b6-8f79-6d923c21de70,300.0,2024-04-26,Paid Off - Paid In Full
b2d779a7-f938-52df-85ad-4cc4d059aa6d,800.0,2020-02-24,Paid Off - Paid In Full
322df792-c0dd-5b64-a4a8-36b15166d085,800.0,2023-10-06,Closed - Charged-Off
801c8c8b-af21-5d38-915a-dfef285eee7c,800.0,2024-05-07,Closed - Charged-Off
ce6e2fe2-1422-5eca-a12c-f37ec05727b4,800.0,2022-09-22,Open - Repaying
72011af1-47cf-50a5-9fa7-ef6817a77afe,800.0,2020-07-24,Closed - Settled in Full
c5d307c4-a971-55e8-83c4-02da16602aaa,300.0,2023-12-04,Paid Off - Paid In Full
b8c28ecb-4d91-58c6-a17b-69bb9aae13de,300.0,2024-06-10,Closed - Charged-Off
c808b04a-2b6e-5f25-aea0-7b821c7896fc,800.0,2023-11-22,Closed - Charged-Off
d0381907-7240-5352-9fa0-bed924084ee4,400.0,2024-05-20,Closed - Charged-Off
9abdffa8-0247-591e-991f-bfc75addec7d,600.0,2020-02-18,Paid Off - Paid In Full
2f014b0d-0d71-56dd-9c83-47e35b409593,300.0,2023-10-13,Paid Off - Paid In Full
8606ddcc-c05d-54f8-a777-1842f96eb69c,800.0,2020-02-14,Paid Off - Paid In Full
8b63f479-ee98-5b10-966d-5a1c92a96318,400.0,2024-05-28,Open - Repaying
d5215bc6-7352-55c8-9792-e14898c9c658,800.0,2024-05-30,Closed - Charged-Off
fa331c46-8a33-51b0-98df-f480b4742347,600.0,2024-02-01,Open - Repaying
e3907ed9-3963-54f5-9f93-47fedd46deb1,1000.0,2024-06-07,Closed - Charged-Off
c30de857-c3b5-541f-a2e5-39c890585889,400.0,2024-05-10,Paid Off - Paid In Full
a77a0273-10be-57b0-a676-5e4c7433a95c,800.0,2024-05-16,Paid Off - Paid In Full
8645d978-79f8-5ec7-94bd-87d3ce00bf15,800.0,2024-05-14,Open - Repaying
ba98f342-8e65-531c-91a5-8167cc4913b1,800.0,2020-01-13,Paid Off - Paid In Full
04ce660e-6aef-5178-a198-3f964025ab5c,300.0,2024-05-28,Paid Off - Paid In Full
b5bd24a4-e3d6-5a18-bd29-b6dd97fedf63,600.0,2023-12-12,Paid Off - Paid In Full
460f1e69-e0e0-592b-92b3-96d8dcc26fe2,400.0,2023-11-20,Closed - Charged-Off
0c61f251-5279-52a3-8756-ae49623e35e3,600.0,2024-03-11,Closed - Charged-Off
cfa4d4be-bbc4-55e0-b733-0090f0d09673,1500.0,2024-06-13,Open - Repaying
feaf6d10-ee5f-503a-9a2c-8f023abe33a8,800.0,2022-08-30,Paid Off - Paid In Full
a7c4fa58-41e7-5434-b3ad-1bdd4c583119,800.0,2024-04-04,Paid Off - Paid In Full
e4382e85-39d4-5624-b6db-b7451d9e2c56,800.0,2024-06-14,Paid Off - Paid In Full
8a9ddd2a-6bf0-511a-b115-42fe8ce5f7b9,500.0,2024-05-13,Closed - Charged-Off
d00c4d03-6bee-54f6-b599-e9beed383062,500.0,2024-04-26,Paid Off - Paid In Full
dfeddf76-6a7a-5109-88b8-ab7a446e55b6,800.0,2020-01-14,Paid Off - Paid In Full
42cc7726-789e-510a-ae7f-03d46d74e41f,700.0,2023-07-31,Paid Off - Paid In Full
86d4edc2-bf7b-5168-94b9-af01b2cac865,800.0,2024-06-18,Closed - Charged-Off
aa51445b-7908-501d-8402-8f2c59ad9fb4,800.0,2023-10-11,Paid Off - Paid In Full
977c2311-8557-599b-afed-cfcf6385cafa,300.0,2024-03-12,Paid Off - Paid In Full
8233fe5c-b254-5133-961f-267defbcdc2e,600.0,2024-05-06,Closed - Charged-Off
436cb83e-f10e-5f62-81cf-9553b7b0f969,800.0,2024-05-31,Closed - Charged-Off
e2f96884-5ffd-561a-8f6d-e16583f38e00,800.0,2023-12-27,Paid Off - Paid In Full
3d55bfe9-8898-5da4-a3fe-545906c8c5d2,300.0,2024-01-16,Paid Off - Paid In Full
a443ed36-ce05-5b82-a47f-156b48e0afdc,1500.0,2024-06-04,Closed - Charged-Off
5259c071-469e-573e-9a13-6fe7f7c19714,400.0,2024-03-06,Closed - Charged-Off
5e7ab98c-62e3-53d8-a41e-6220ff35be31,400.0,2024-06-17,Closed - Charged-Off
ccc589bd-0944-557d-b724-12bae3e1223b,500.0,2024-04-24,Paid Off - Paid In Full
fddb5bd7-9b14-5ba2-8887-2ab63bca27d5,800.0,2024-06-05,Closed - Charged-Off
a046e1dc-bded-5afe-9f76-5737d1e7fca8,500.0,2021-07-06,Closed - Charged-Off
731e8a58-9c28-5714-ac63-e06314a28810,500.0,2023-10-25,Closed - Charged-Off
8e7ef646-ad10-5ecc-9ca6-5433ed4c3d48,600.0,2023-11-20,Closed - Charged-Off
30cd4744-0680-56cb-a377-e8b3bfd2c085,800.0,2021-11-09,Closed - Charged-Off
93df3745-70e6-5b81-9189-9d4f576f6fbf,800.0,2021-08-12,Closed - Charged-Off
d477c68f-0635-514e-bd56-ba85ad620e51,600.0,2024-05-20,Paid Off - Paid In Full
6b66f665-2207-5f2a-a699-117a1682ad33,600.0,2024-01-11,Paid Off - Paid In Full
8d0af171-bedc-5131-a6ce-4f889e5abc14,800.0,2024-05-20,Closed - Charged-Off
7fd29420-8592-5408-b043-7fb9891afefd,1500.0,2024-05-28,Open - Repaying
b94f2118-2fd2-54f2-a8d9-b65aab80e488,600.0,2021-07-06,Paid Off - Paid In Full
3fbc7229-e6cc-5583-8bbf-e3167033ef3f,600.0,2024-06-20,Paid Off - Paid In Full
7d74b2c1-56bc-5479-81d4-8b81eaa01664,300.0,2024-04-29,Open - Repaying
c1232988-51c1-5418-bba4-ef69dfec2610,500.0,2020-10-09,Paid Off - Paid In Full
f46ed093-beee-5696-a6b8-bacf67800bec,700.0,2024-05-13,Closed - Charged-Off
3a5a3d87-959a-5b60-9f75-346e202dceb6,800.0,2023-06-02,Paid Off - Paid In Full
bdc4d629-8693-51f6-aa8b-e67eaf44a864,600.0,2024-04-22,Closed - Charged-Off
ae7fd30d-0e7e-5dbb-b7a0-7c97c2d677a2,800.0,2023-12-19,Open - Repaying
94b5b91e-44f0-5af1-aa8d-39d62d8f70fb,300.0,2024-06-03,Closed - Charged-Off
711460d5-6ce4-59b6-ac90-82107e34f84d,400.0,2020-02-10,Paid Off - Paid In Full
21c22ecd-88d7-5193-8e11-753563d7d9ef,800.0,2023-10-11,Paid Off - Paid In Full
f7d8af19-cd36-51b6-9173-6b7017770cfd,800.0,2020-11-23,Paid Off - Paid In Full
5aaceddd-4c03-5e03-9916-8ab195ee0667,800.0,2024-06-04,Closed - Bankruptcy
5932eea5-a7c8-5f7e-b9b8-ad5298201bb5,800.0,2024-06-20,Closed - Charged-Off
80d9ffed-599a-5da9-920e-481681ef988d,600.0,2024-06-05,Closed - Charged-Off
56290384-a731-58c9-8cd7-744dfa3621e6,300.0,2024-05-06,Closed - Charged-Off
73186626-7cb1-5073-b5f6-1de2abe83108,700.0,2023-07-14,Paid Off - Paid In Full
4fccb4e4-82d0-59be-907d-cb3498bb1484,600.0,2023-12-22,Closed - Charged-Off
d109c7c4-1b19-5547-81f6-47dcbafe3bc9,800.0,2023-12-08,Paid Off - Paid In Full
e59638e1-d1dc-5178-b3a0-03fd97c9b6e8,800.0,2023-01-12,Paid Off - Paid In Full
714bcc8f-d548-5885-8a52-638170ad2944,600.0,2024-06-17,Open - Repaying
8fea00b8-204f-5d79-b365-68eba4c33f6a,375.83,2024-07-15,Open - Repaying
7916e55a-484d-551a-b53d-fc11dbe38a52,800.0,2022-07-29,Paid Off - Paid In Full
c99b81b3-be7c-525c-8a13-7bff04f9b73b,800.0,2020-01-30,Paid Off - Paid In Full
4832cd88-ce8b-57f3-83e6-55f0de0223fa,600.0,2020-10-30,Paid Off - Paid In Full
3d7aa613-ba71-5ab6-bc7b-9b6e0fa00112,500.0,2024-05-28,Open - Repaying
fb18218d-b127-5d13-a40b-b45bdd455a44,700.0,2024-05-31,Open - Repaying
e09b1e2c-8a8c-55b9-a4ee-c3981dcfd113,300.0,2024-04-26,Closed - Charged-Off
ec161d7b-b8f1-53b3-9575-f0db7fc34ea5,300.0,2024-06-17,Open - Repaying
54a8a167-a06b-5459-925c-98483643e3ea,400.0,2024-05-06,Closed - Charged-Off
3cd96617-e2e4-525e-8b43-79045a773153,500.0,2024-02-20,Paid Off - Paid In Full
6139cb68-448a-5743-87f9-a6b6075ce2f0,300.0,2024-01-17,Open - Repaying
6e965117-3ebe-55bc-8c08-b7138cb5b426,800.0,2024-06-20,Paid Off - Paid In Full
d7f853eb-ef1f-5188-ac05-6647c86f8914,300.0,2024-04-30,Paid Off - Paid In Full
8b7c5ff5-f83a-5d5d-a156-3ec246a09fee,700.0,2023-05-30,Paid Off - Paid In Full
0dc0fda4-b983-5d7e-9f27-09825a21b0bb,500.0,2024-06-05,Closed - Charged-Off
858cb11e-de92-56f8-a93e-c22fad281372,800.0,2024-06-03,Closed - Charged-Off
f522aed3-7c4f-5ba7-b38a-8f6e5035d346,800.0,2024-06-11,Open - Repaying
0f209c1d-b904-5e93-9d64-a35097486757,800.0,2024-06-12,Paid Off - Paid In Full
8e71121c-b9b1-5903-b03a-a4e4396c8058,1500.0,2023-11-09,Open - Repaying
8864091b-055d-506d-a1ec-21701b2b0c61,800.0,2024-05-28,Closed - Charged-Off
08567495-f414-5056-ad1f-4e64a57b97da,300.0,2023-10-16,Paid Off - Paid In Full
97d2fc3a-82ed-52b7-89f2-3f90a0d8728f,1200.0,2024-06-17,Paid Off - Paid In Full
4f4750f5-7ccd-5e2f-bf10-98b37a128b1e,800.0,2024-06-10,Open - Repaying
33ed5c8a-014d-520b-be43-72d0871dae98,600.0,2024-06-13,Closed - Charged-Off
29711037-2d03-512c-b0c0-75860a288f62,500.0,2024-05-16,Paid Off - Paid In Full
646cd123-34d6-5863-a98d-7b617e985f66,500.0,2023-11-16,Paid Off - Paid In Full
ee68bc2d-f342-517e-8902-87395458db54,300.0,2024-05-09,Closed - Charged-Off
e526775d-d2c2-5bc6-bfc4-67890247a0e1,800.0,2021-10-15,Paid Off - Paid In Full
cf1ea0c0-6e31-551e-9386-397b523450dc,800.0,2020-01-06,Paid Off - Paid In Full
9b26f11b-1a2c-5c49-ac10-11be8b6b0f14,1200.0,2024-05-20,Closed - Charged-Off
3a20abee-3d60-5e36-9ad6-695a278403cd,800.0,2023-11-15,Paid Off - Paid In Full
bb965dd2-b337-534c-94f6-cb4b818c3a3b,800.0,2020-01-10,Paid Off - Paid In Full
8bc0bf59-2310-5ddf-a05f-4903b074641b,400.0,2024-05-28,Paid Off - Paid In Full
88b694ed-c2a4-5fd1-9468-d76d3c3eeebd,800.0,2020-01-07,Paid Off - Paid In Full
1776c531-48cc-5ae5-a740-81ede64affb8,300.0,2024-06-10,Open - Repaying
1f5442f2-9421-51ff-b759-c59fdb09b58c,800.0,2024-05-01,Open - Repaying
26e5c364-62d1-520a-9ee7-cb329c78b0ab,800.0,2024-05-01,Paid Off - Paid In Full
f29b3b16-7020-5983-be81-66c051a6d3e6,800.0,2024-05-28,Closed - Charged-Off
dc567182-e527-50e2-ac3e-ed3130b2bb48,800.0,2024-03-08,Open - Repaying
9d383c0a-3753-58d1-8faa-072a190b7f64,600.0,2024-01-02,Paid Off - Paid In Full
631b2876-0749-5a8f-afbb-55742f0c2b55,600.0,2024-05-06,Open - Repaying
cd235906-e628-51cb-be69-97e24350d407,400.0,2024-06-12,Paid Off - Paid In Full
ea83ae33-ae97-5a72-be2a-c453fb4f6b21,800.0,2024-05-29,Paid Off - Paid In Full
d1bb111f-78ae-563b-9d49-43fd0620c074,800.0,2024-05-28,Open - Repaying
4ffd60b6-487d-596b-ab28-02e7a3ff8f28,800.0,2024-06-10,Closed - Charged-Off
c658cd1b-4ba5-5450-b795-0a0fb80db125,800.0,2024-06-17,Closed - Charged-Off
f922d56c-26aa-5365-99b6-10c7c7f3ad65,800.0,2023-06-21,Paid Off - Paid In Full
1d7cb5db-e684-5bc6-8fbf-a7ff3a43e78e,800.0,2024-06-06,Paid Off - Paid In Full
4f3b71e3-b9ff-5f1d-9a99-393266fb6fe5,1500.0,2023-10-06,Paid Off - Paid In Full
85877f18-6926-519e-af88-1afefa874756,300.0,2024-05-30,Open - Repaying
18770a1a-5944-5719-9f73-f0a024038a94,800.0,2024-06-17,Paid Off - Paid In Full
4a514001-9543-55dc-8f8a-666c6d85d855,600.0,2024-06-18,Paid Off - Paid In Full
d4f434b4-f91d-5034-8e6a-32eaf3f63fc2,600.0,2024-05-24,Closed - Charged-Off
be139858-ef80-5c88-88a9-abb221444209,800.0,2024-05-24,Closed - Charged-Off
5f2bd118-5f76-5771-91d6-3a67e88ceec8,300.0,2024-05-14,Closed - Settled in Full
8d7ba0c6-07f2-5cd8-83f9-27f038ab6c5b,400.0,2024-05-14,Paid Off - Paid In Full
0089e30f-b27e-5c6d-b778-f28303559ae8,800.0,2024-04-24,Closed - Charged-Off
9197b4af-eb60-5339-85eb-dd573aa18c07,600.0,2024-05-31,Open - Repaying
166d53a6-18df-52c9-91fa-7c2f0ebfb9e6,800.0,2024-05-20,Open - Repaying
d34e8c47-9215-512f-8647-2b5ca5df3e31,1500.0,2024-01-23,Paid Off - Paid In Full
40db58e2-525e-5db0-ac04-0d59cc7729b7,800.0,2024-06-03,Closed - Charged-Off
347db887-5347-524d-ace3-6ccd79c1c420,500.0,2023-12-13,Paid Off - Paid In Full
975854d8-a556-51b5-9bf0-d7a9d0174ece,500.0,2024-06-03,Paid Off - Paid In Full
d9d7bfa6-11a3-5b1f-8b01-53402ba810d5,800.0,2024-06-17,Open - Repaying
c1dbf191-eacb-5603-b06d-e3fb12610062,800.0,2024-06-18,Paid Off - Paid In Full
f140d8f1-7081-55c7-a451-773ff8001f48,600.0,2024-01-10,Closed - Charged-Off
05cbaf71-bb94-5d21-aa47-93072a48205a,800.0,2024-06-11,Closed - Charged-Off
8ce5388c-2dcf-5b03-8fc0-ce3bf0085aca,300.0,2024-01-02,Closed - Charged-Off
6f0b434a-d3e4-5830-ba9e-710f6d43d19a,400.0,2024-06-03,Paid Off - Paid In Full
c5a5f121-3f2c-5a96-9976-85e7ce9c7ab0,800.0,2024-03-15,Closed - Charged-Off
07ddd5af-5221-5544-b77b-974c13f15cce,500.0,2024-05-28,Open - Repaying
80045a78-a7bc-58e9-a2b3-a862c302e82e,600.0,2024-06-14,Closed - Charged-Off
7d81bd53-d58e-582d-9b98-c9efad1dcd95,300.0,2024-05-20,Open - Repaying
d9c176c0-9c0c-525d-a3b4-d6bf0576e443,800.0,2024-05-31,Paid Off - Paid In Full
fe37e6f9-429d-5c75-ba3b-3d1766e4ea6a,800.0,2024-05-03,Closed - Charged-Off
53226fcd-7b32-5b0a-900c-3741096d86c2,600.0,2023-06-05,Paid Off - Paid In Full
d179ccd5-d167-5065-9568-88108c1fa8d2,500.0,2023-11-20,Closed - Charged-Off
f56645bd-7c52-5068-ae68-fff219d8bd5d,300.0,2024-05-20,Open - Repaying
d1db437e-69b5-5fb0-af27-a2832753916c,800.0,2024-05-20,Closed - Settled in Full
e1057926-762a-591b-bef7-5a481e46b5d3,800.0,2024-06-10,Closed - Charged-Off
9334d8e7-c365-58b1-8205-a6858a51e541,500.0,2023-11-27,Closed - Settled
4493c085-346f-576c-bf74-ec24498d91dc,500.0,2024-06-13,Closed - Charged-Off
07476b26-b75e-5874-8adf-bd3e1e471125,300.0,2024-06-11,Open - Repaying
5f33fac8-484d-5bd7-97b9-56f662b3dcdc,1500.0,2024-06-06,Paid Off - Paid In Full
b530833f-a3f4-5c96-bd00-4d6a36a3b27f,300.0,2024-05-22,Open - Repaying
68c14d98-72b5-580f-8ac5-4df8cc4173e7,600.0,2024-06-20,Closed - Charged-Off
2a82b035-3f3d-5bad-90c4-9d60295ca64f,300.0,2024-04-15,Closed - Charged-Off
69dccae8-1a5c-5ef5-affe-7c41710381ab,800.0,2024-05-28,Closed - Charged-Off
8b70555b-d6be-590b-9a80-83cf090dd56a,800.0,2024-06-07,Open - Repaying
9abc0a38-f0fd-545d-8e19-9d6cfe5e8c83,300.0,2024-04-26,Paid Off - Paid In Full
362d16e6-05c0-568d-8359-1eaf9d9b932b,300.0,2024-02-02,Paid Off - Paid In Full
fb3e7ba0-ee1a-5e71-b932-bb3e2c2facf5,800.0,2024-06-10,Open - Repaying
d6586b2b-7d9f-546c-9c9b-a6fe1bb85994,600.0,2024-05-17,Closed - Charged-Off
b4baa5c7-30be-5544-9959-e89785fd0d5a,500.0,2024-06-05,Open - Repaying
0799614a-4405-5356-a374-e2c18af085b9,600.0,2024-05-16,Closed - Charged-Off
f8909811-bc8f-53ca-945b-075f7d9b64c9,700.0,2024-01-31,Paid Off - Paid In Full
4b5af3d5-e3e5-5d07-b0a1-5401a7d8273e,500.0,2024-06-17,Closed - Charged-Off
f7a94dae-7316-5b4a-88d8-387b7a00843a,800.0,2023-09-26,Paid Off - Paid In Full
7230646b-afb6-5b69-9271-e79fbf97f52b,800.0,2020-01-29,Paid Off - Paid In Full
b96b7d86-7e5f-5fb7-8b89-261a66b11187,400.0,2024-06-17,Closed - Charged-Off
1a9fe9fa-e9b5-5459-9c9e-0dad733f7d43,800.0,2024-06-11,Open - Repaying
22511958-70d5-5534-9e9d-a7f78db7229e,800.0,2024-01-02,Closed - Charged-Off
686414e4-3e8b-5ac9-a747-5bf8ac1b8a8c,800.0,2024-05-06,Closed - Charged-Off
3dd8669f-31b9-58d7-86e9-a6da54c63e24,600.0,2024-05-20,Paid Off - Paid In Full
6a9b42e8-a859-59d3-b2a8-9d40e5ff0280,500.0,2020-11-09,Paid Off - Paid In Full
f94bed57-f64d-563e-b89d-e7aeeec06fa1,1000.0,2024-05-29,Paid Off - Paid In Full
39f1f1c5-6ec7-5a87-b75f-21112fb982fc,300.0,2023-12-04,Paid Off - Paid In Full
cdb710a0-9c12-5884-81a1-4c816a5b34ad,800.0,2020-11-20,Paid Off - Paid In Full
1d5a65f8-6a9d-51d5-abea-a8fc42f31868,1200.0,2023-12-29,Paid Off - Paid In Full
026cdddc-4741-5258-b486-7031372b0e98,800.0,2020-06-23,Paid Off - Paid In Full
4b000737-f5be-5a0f-bb7b-46ee1995ea71,1500.0,2024-03-07,Paid Off - Paid In Full
71996b39-4b8b-5543-a43b-02df765ffb96,800.0,2024-05-30,Closed - Charged-Off
99da22e3-3f1f-5970-990a-f86ee329ae71,500.0,2023-09-19,Paid Off - Paid In Full
88db5f8c-381a-53d2-affe-6b0e79ed8f9a,600.0,2024-05-21,Paid Off - Paid In Full
80502ccc-ee45-5dec-b228-cd479d563741,800.0,2024-02-20,Paid Off - Paid In Full
6dfeebe6-affa-5c15-889f-3455f0cd0ad1,700.0,2022-06-16,Paid Off - Paid In Full
ee599550-ab00-538c-81c7-ff7a171a6a3e,300.0,2023-08-14,Paid Off - Paid In Full
4982e10c-159b-5d40-98f2-52b5160660ee,300.0,2024-06-11,Paid Off - Paid In Full
de43c1f8-01d6-509f-881f-bcc64ce37560,800.0,2023-10-10,Closed - Settled in Full
db831dbf-f244-5e60-b22a-6339078f8482,300.0,2023-09-11,Paid Off - Paid In Full
1ac7918b-56e4-5c7b-9162-612b430fdf83,268.72,2024-08-31,Paid Off - Paid In Full
888abec4-abd2-52c6-ba3f-d7d89c499234,800.0,2024-06-17,Closed - Charged-Off
14951726-9bde-5e8a-a33e-f8cf6cc6787e,400.0,2022-03-07,Paid Off - Paid In Full
cd828fe4-7a77-5562-a52a-f7e774ba0ecd,400.0,2024-06-13,Closed - Charged-Off
f5d70914-2b44-5baf-9147-dfb7498c3753,600.0,2023-09-12,Paid Off - Paid In Full
0515cf6c-6ac1-5f77-9bf2-98e21542bef6,800.0,2024-06-07,Closed - Charged-Off
aaaeaf07-e411-5c6d-b09d-ed830ae6f769,300.0,2024-05-06,Paid Off - Paid In Full
138dfbb9-5bee-568d-9929-e6e3aed1d23d,600.0,2023-05-18,Paid Off - Paid In Full
7c5fbeee-5778-5835-bb8c-bdbfeab9f640,500.0,2023-08-14,Open - Repaying
ab12912f-196b-59e7-8dcd-10d19d49248f,500.0,2024-06-04,Open - Repaying
fabffac6-d2d6-5360-a77f-34d5b599b224,600.0,2024-02-26,Paid Off - Paid In Full
75e37a0c-bce6-5d5f-9ea4-f0a67b9df365,300.0,2024-06-05,Paid Off - Paid In Full
38ac85e7-67ac-5bf8-8885-0a1e9d2bd862,500.0,2024-05-28,Paid Off - Paid In Full
058f4a28-93d0-566a-86ef-fdd57572e2e8,800.0,2023-05-30,Paid Off - Paid In Full
370c3b5e-e9f3-5a19-ab08-b369e22a1ae3,400.0,2024-06-20,Closed - Settled in Full
86bc71e5-22a7-56e1-8028-95ca1635eae6,300.0,2023-11-24,Closed - Charged-Off
d9298fc3-52b2-5115-8f8e-b736fbff5046,800.0,2024-05-20,Closed - Charged-Off
a8509319-76d8-5e9f-afab-449de2f43dfa,300.0,2023-06-08,Paid Off - Paid In Full
bfe66530-0c3e-5075-a4bd-4d6164eee72f,700.0,2024-06-03,Closed - Settled in Full
b540baeb-fbf7-57ae-9e2e-e6adfdfe6632,400.0,2024-06-17,Closed - Charged-Off
